GEOID,sovi,rank,state_id
g13125,2.636926011127342,19.0,g13
g13127,-0.9369889126645142,108.0,g13
g13129,-0.094090196964765,87.0,g13
g13131,0.7272010645994533,65.0,g13
g13133,2.658267168677068,18.0,g13
g13135,0.7895147813225241,62.0,g13
g13137,0.27953964389371166,76.0,g13
g13139,1.3696525680222462,39.0,g13
g13141,4.516448036460608,9.0,g13
g13143,-1.0540853019348226,111.0,g13
g13145,-3.2875868852025767,144.0,g13
g13147,1.042741507995333,53.0,g13
g13149,-0.9389795315027989,109.0,g13
g13151,-4.493352827064978,153.0,g13
g13153,-2.789680065920225,136.0,g13
g13155,1.2430760832222563,45.0,g13
g13157,-1.942311024256246,124.0,g13
g13159,-2.4702657296012114,132.0,g13
g13161,0.8261066391701032,61.0,g13
g13163,1.1007317136150858,50.0,g13
g13165,1.7947735061739358,30.0,g13
g13167,2.914400167330366,15.0,g13
g13169,-2.7693547125531373,135.0,g13
g13171,-1.7187578882517696,118.0,g13
g13173,-0.8538883744994851,102.0,g13
g13175,-0.1222752041660281,89.0,g13
g13177,-3.853515921955813,148.0,g13
g13179,-4.433820454301727,152.0,g13
g13181,0.8459706917850078,60.0,g13
g13183,-4.340930166013165,150.0,g13
g13185,-3.029867433732337,139.0,g13
g13187,-3.5400499476526037,145.0,g13
g13189,-0.8119919343952048,101.0,g13
g13191,-1.8401860001741346,121.0,g13
g13193,3.264443114498947,13.0,g13
g13195,-1.5035190132035021,117.0,g13
g13197,3.204383972571905,14.0,g13
g13199,-0.9369105637065045,107.0,g13
g13201,2.1775636719667384,21.0,g13
g13205,2.1234198427033686,23.0,g13
g13207,-1.5032641167337206,116.0,g13
g13209,1.3776497877756264,38.0,g13
g13211,-1.1169474875899064,112.0,g13
g13213,-0.31693781322020675,92.0,g13
g13215,-1.719494191018378,119.0,g13
g13217,-4.810467218550362,155.0,g13
g13219,-2.163073754970564,127.0,g13
g13221,-0.7792764427455836,99.0,g13
g13223,-5.698626691904426,158.0,g13
g13225,0.02011191256192113,81.0,g13
g13227,-1.724605676744007,120.0,g13
g13229,0.48325125349663045,69.0,g13
g13231,-4.76004060099239,154.0,g13
g13233,0.44072339682879597,71.0,g13
g13235,1.0440898569570698,52.0,g13
g13237,1.0202045234452946,54.0,g13
g13239,0.6445264005917674,68.0,g13
g13241,2.47112690109662,20.0,g13
g13243,4.587608229784824,7.0,g13
g13245,-2.007315513075201,125.0,g13
g13247,-2.7681088914220067,134.0,g13
g13249,-0.05334988120548145,85.0,g13
g13251,0.34012681887169227,73.0,g13
g13253,1.4943557286846656,35.0,g13
g13255,-2.2427711772965666,128.0,g13
g13257,-0.9642595716758653,110.0,g13
g13259,7.176171707926524,2.0,g13
g13261,1.140579286187871,48.0,g13
g13263,0.13586201667799847,78.0,g13
g13265,3.695764373616508,11.0,g13
g13267,3.73508613768404,10.0,g13
g13269,1.4914226402039095,36.0,g13
g13271,6.111128080887578,5.0,g13
g13273,1.9633420329819036,25.0,g13
g13275,0.7584856723662832,63.0,g13
g13277,0.8519419846292038,59.0,g13
g13279,1.8591531467335627,26.0,g13
g13281,1.3670072407566265,40.0,g13
g13283,1.278140945182437,42.0,g13
g13285,-1.275782662181622,114.0,g13
g13287,1.0829367467607791,51.0,g13
g13289,1.6064889322584146,34.0,g13
g13291,1.845799655039717,28.0,g13
g13293,-0.6570851473705224,97.0,g13
g13295,-2.3151065772030295,129.0,g13
g13297,-3.1552080828185685,142.0,g13
g13299,1.141178189544672,47.0,g13
g13301,2.777288282543384,17.0,g13
g13303,1.6434054015352388,32.0,g13
g13305,-0.07962772844792693,86.0,g13
g13307,1.6066890142016739,33.0,g13
g13309,6.614070903039662,4.0,g13
g13311,-1.196493348758784,113.0,g13
g13313,2.1339332775364936,22.0,g13
g13315,4.541451865493224,8.0,g13
g13317,-0.8571308360890262,103.0,g13
g13319,0.38215923521659184,72.0,g13
g13321,-0.4028686881348902,94.0,g13
g16001,0.07986858838780048,25.0,g16
g16003,-0.07053553999293893,27.0,g16
g16005,0.1524906345843535,23.0,g16
g16007,-0.17987559479132842,30.0,g16
g16009,0.42784362291203293,21.0,g16
g16011,0.0946763809994273,24.0,g16
g16013,-0.37938321595618213,31.0,g16
g16015,-0.1313074026227782,28.0,g16
g16017,-0.38729566146651434,32.0,g16
g16019,-1.1055024024383402,34.0,g16
g16021,-0.0013060159045819586,26.0,g16
g16023,-0.1388353743810069,29.0,g16
g16025,-1.4166825026962597,36.0,g16
g16027,3.1783978100252246,3.0,g16
g16029,-3.435915849504499,39.0,g16
g16031,1.1768347638013412,15.0,g16
g16033,1.6592029399735018,13.0,g16
g16035,1.1382975549563954,16.0,g16
g16037,-3.1194506463304856,38.0,g16
g16039,3.0231166831705285,4.0,g16
g16041,-5.4397424415110045,43.0,g16
g16043,-5.054223636629748,42.0,g16
g16045,2.730721236575426,6.0,g16
g16047,0.81341414847856,18.0,g16
g16049,2.268316345386717,11.0,g16
g16051,-3.799909019833747,40.0,g16
g16053,2.7439397405659474,5.0,g16
g16055,-0.39352178362467793,33.0,g16
g16057,0.8109869950019895,19.0,g16
g16059,1.2763934146403302,14.0,g16
g16061,2.4543893875761156,9.0,g16
g16063,0.5334753262487314,20.0,g16
g16065,-1.38318671692116,35.0,g16
g16067,0.9966916518976168,17.0,g16
g16069,2.6475358120290466,7.0,g16
g16071,-2.5269021054695786,37.0,g16
g16073,3.764437494219352,1.0,g16
g16075,2.5308518845606573,8.0,g16
g16077,0.2510349646574388,22.0,g16
g16079,2.367067102621229,10.0,g16
g16081,-4.866125303785615,41.0,g16
g16083,1.8739331444306033,12.0,g16
g16085,-5.615777455817444,44.0,g16
g16087,3.753358425595331,2.0,g16
g17001,-0.23742868998078914,55.0,g17
g17003,1.169982432904116,26.0,g17
g17005,-0.08281164419795667,52.0,g17
g17007,-0.3783444566335384,62.0,g17
g17009,0.23734994547331253,45.0,g17
g17011,-0.008314534225352388,51.0,g17
g17013,0.06865057318136183,49.0,g17
g17015,0.8659938796962795,31.0,g17
g17017,-0.281868552891146,58.0,g17
g17019,1.8372083950946052,18.0,g17
g17021,0.23808230435340685,44.0,g17
g17023,0.10268847510952896,48.0,g17
g17025,3.085355384745982,11.0,g17
g17027,-2.2164692003658755,90.0,g17
g17029,0.3735489439136581,40.0,g17
g17031,-0.8709062487402437,68.0,g17
g17033,2.9570064474826063,12.0,g17
g17035,-0.18654689425485785,54.0,g17
g17037,-1.8710806247786054,85.0,g17
g17039,-1.687306540531393,81.0,g17
g17041,-1.836176316404031,84.0,g17
g17043,-4.472582298200192,97.0,g17
g17045,0.6126988463753349,36.0,g17
g17047,0.6545834361324318,34.0,g17
g17049,-2.015859600527015,88.0,g17
g17051,1.0663937037790776,27.0,g17
g17053,-0.9482112726591112,71.0,g17
g17055,2.262633828017638,15.0,g17
g17057,0.3616382975217418,41.0,g17
g17059,5.381813944312379,3.0,g17
g17061,0.2055758389750887,47.0,g17
g17063,-3.867126998483455,95.0,g17
g17065,3.463398486441362,9.0,g17
g17067,0.5258591308617495,38.0,g17
g17069,8.078314937616955,1.0,g17
g17071,0.9497522245051216,30.0,g17
g17073,-1.5780533116545599,80.0,g17
g17075,-0.6108997851407818,64.0,g17
g17077,5.878019372073204,2.0,g17
g17079,-0.5442975567090466,63.0,g17
g17081,1.9333645992985817,17.0,g17
g17083,-2.1338364789180355,89.0,g17
g17085,1.3707232469585602,23.0,g17
g17087,3.4490261203581154,10.0,g17
g17089,-5.3416526161321904,99.0,g17
g17091,-1.6906262395242453,82.0,g17
g17093,-7.672562400419671,102.0,g17
g17095,0.7932998443260499,33.0,g17
g17097,-4.8059324791345075,98.0,g17
g17099,-1.4725584444266244,77.0,g17
g17101,4.043827300623634,6.0,g17
g17103,-1.081927876285494,74.0,g17
g17105,-0.6745040562406144,65.0,g17
g17107,0.34679452224408225,42.0,g17
g17109,2.457311039850193,14.0,g17
g17111,-5.702502140629206,101.0,g17
g17113,-1.8073591756287146,83.0,g17
g17115,-0.33059104830262315,60.0,g17
g17117,-1.0680145984224247,73.0,g17
g17119,-1.552551142979251,78.0,g17
g17121,1.1940515363219388,25.0,g17
g17123,-0.6985556405046969,67.0,g17
g17125,1.450966907559469,21.0,g17
g17127,1.0434010309836423,28.0,g17
g17129,-1.9078597428592283,87.0,g17
g17131,-1.5533491744082357,79.0,g17
g17133,-4.445782772208959,96.0,g17
g17135,0.5810066909510727,37.0,g17
g17137,-0.23917223375351415,56.0,g17
g17139,-1.8964758271648805,86.0,g17
g17141,-2.91211620304514,93.0,g17
g17143,0.01380573726031864,50.0,g17
g17145,4.399719470948208,4.0,g17
g17147,-2.700903083694171,92.0,g17
g17149,2.934385306613447,13.0,g17
g17151,3.7599794855224866,7.0,g17
g17153,4.305885152152188,5.0,g17
g17155,0.3001169706759958,43.0,g17
g17157,1.3211904430684653,24.0,g17
g17159,0.400655496408895,39.0,g17
g17161,-0.9498602895490371,72.0,g17
g17163,-0.935605850991568,70.0,g17
g17165,3.5063909692415876,8.0,g17
g17167,-1.3550707046914483,76.0,g17
g17169,1.7055635342653257,20.0,g17
g17171,-0.37110170862963443,61.0,g17
g17173,-0.11044108961103177,53.0,g17
g17175,-0.6796473879612697,66.0,g17
g17177,-0.26592405289692445,57.0,g17
g17179,-2.5983740719256563,91.0,g17
g17181,1.4062765968518498,22.0,g17
g17183,0.6297266723927146,35.0,g17
g17185,0.23581373943019518,46.0,g17
g17187,0.9519018827981542,29.0,g17
g17189,-0.9075245706971296,69.0,g17
g17191,0.8654924236873891,32.0,g17
g17193,1.747110318540697,19.0,g17
g17195,-0.2881229716906246,59.0,g17
g17197,-5.58831221304909,100.0,g17
g17199,1.999067818157046,16.0,g17
g17201,-1.2580859214150237,75.0,g17
g17203,-3.8625961195709824,94.0,g17
g23001,-0.1778673261963125,23.0,g23g33g25
g23003,0.9066918432864196,15.0,g23g33g25
g23005,-0.323619989200452,24.0,g23g33g25
g23007,0.031540549169439824,18.0,g23g33g25
g23009,-0.09241548007775532,22.0,g23g33g25
g23011,-0.012387810017398325,20.0,g23g33g25
g23013,-0.020945295945622958,21.0,g23g33g25
g23015,1.159285813404765,10.0,g23g33g25
g23017,0.9678327473507119,13.0,g23g33g25
g23019,-1.3745640744533045,31.0,g23g33g25
g23021,2.565327116784942,5.0,g23g33g25
g23023,-2.304577455828958,35.0,g23g33g25
g23025,0.9843022008395622,12.0,g23g33g25
g23027,-1.1816819470722053,27.0,g23g33g25
g23029,5.011945450383555,2.0,g23g33g25
g23031,-2.202819465309858,33.0,g23g33g25
g25001,2.3955296958994525,6.0,g23g33g25
g25003,2.3835049224735236,7.0,g23g33g25
g25005,3.96643879176823,3.0,g23g33g25
g25007,1.0011966776549,11.0,g23g33g25
g25009,3.1110561193274737,4.0,g23g33g25
g25011,-0.386870434127983,25.0,g23g33g25
g25013,7.190999137878135,1.0,g23g33g25
g25015,-1.2116826125149442,28.0,g23g33g25
g25017,-1.2163250597956843,29.0,g23g33g25
g25019,-6.728243772286741,40.0,g23g33g25
g25021,0.020700727939413577,19.0,g23g33g25
g25023,0.7931892253075997,16.0,g23g33g25
g25025,2.0087132139781456,8.0,g23g33g25
g25027,0.9509460958321134,14.0,g23g33g25
g29001,0.23571329945312708,56.0,g29
g29003,-0.5063974571273178,72.0,g29
g29005,-0.21806664891312216,69.0,g29
g29007,0.08812902730107207,59.0,g29
g29009,0.06413653183978466,60.0,g29
g29011,-0.05875168815610535,63.0,g29
g29013,-0.052299752212287,62.0,g29
g29015,2.408109020823111,22.0,g29
g29017,-3.4946997128700095,103.0,g29
g29019,-1.1314348432396355,80.0,g29
g29021,0.535371407118868,51.0,g29
g29023,2.3907087793306676,24.0,g29
g29025,-1.9787085392881136,90.0,g29
g29027,-3.0465986930850493,102.0,g29
g29029,1.9502033134273837,29.0,g29
g29031,-0.4034344361465707,70.0,g29
g29033,-1.6175396029950544,85.0,g29
g29035,3.0800672766178723,12.0,g29
g29037,-3.766414731815602,107.0,g29
g29039,1.6911481610354246,30.0,g29
g29041,1.2306121333367974,35.0,g29
g29043,-4.355581583102108,109.0,g29
g29045,-1.693991604970197,86.0,g29
g29047,-2.6127414431160605,97.0,g29
g29049,-2.2632361651572785,95.0,g29
g29051,-1.8042021239096606,87.0,g29
g29053,-1.8243382230460603,88.0,g29
g29055,-0.10554570773315919,65.0,g29
g29057,0.8722606011980902,46.0,g29
g29059,-2.0670111416793606,92.0,g29
g29061,-1.9246666251764872,89.0,g29
g29063,-7.345287446596757,115.0,g29
g29065,-0.20189487610431311,68.0,g29
g29067,-1.1747215186141695,81.0,g29
g29069,4.309969440617115,4.0,g29
g29071,-3.574108758956331,105.0,g29
g29073,1.0007893545028115,41.0,g29
g29075,2.4615285291078592,21.0,g29
g29077,0.5281027603039475,52.0,g29
g29079,1.1986210717167367,36.0,g29
g29081,-0.19590567916597823,67.0,g29
g29083,1.0562903909610337,39.0,g29
g29085,5.712039780426097,3.0,g29
g29087,2.504958979796568,20.0,g29
g29089,-0.1024132307425151,64.0,g29
g29091,0.8589696261244534,47.0,g29
g29093,2.0392729950264084,28.0,g29
g29095,2.5068514983014794,19.0,g29
g29097,2.554215626823996,18.0,g29
g29099,-5.073682547329215,112.0,g29
g29101,-2.2624367866576605,94.0,g29
g29103,1.149094507925089,38.0,g29
g29105,-0.837750366726402,77.0,g29
g29107,-2.4677401488017185,96.0,g29
g29109,1.183405116616614,37.0,g29
g29111,0.4999363208871255,55.0,g29
g29113,-4.828580202741671,111.0,g29
g29115,0.8847152361773469,45.0,g29
g29117,2.6907470952601886,16.0,g29
g29119,3.618917801625464,7.0,g29
g29121,2.2350805018129924,26.0,g29
g29123,0.8029111184295368,48.0,g29
g29125,-1.1283282179329344,79.0,g29
g29127,1.5567593294504127,32.0,g29
g29129,2.7448410095868363,15.0,g29
g29131,0.5120062533268003,53.0,g29
g29133,-0.10700392452707197,66.0,g29
g29135,-2.0687306761788053,93.0,g29
g29137,0.6723208216266754,49.0,g29
g29139,0.5056273898637615,54.0,g29
g29141,2.654416156825957,17.0,g29
g29143,3.5092297157031735,8.0,g29
g29145,1.2310089585190136,34.0,g29
g29147,-0.7104092932596163,76.0,g29
g29149,1.3690633772431178,33.0,g29
g29151,-5.968117148827629,113.0,g29
g29153,1.589578575334809,31.0,g29
g29155,4.0379611556709865,5.0,g29
g29157,-3.011150595046112,101.0,g29
g29159,0.13969678969680877,58.0,g29
g29161,-1.2521619733971237,82.0,g29
g29163,-1.0965839520949194,78.0,g29
g29165,-3.664482017979075,106.0,g29
g29167,-1.4912721993818197,83.0,g29
g29169,-2.6477149723500197,99.0,g29
g29171,0.6041165160907322,50.0,g29
g29173,-2.619233149788748,98.0,g29
g29175,-2.0470232003899795,91.0,g29
g29177,-3.5689188273152266,104.0,g29
g29179,3.0711172099298203,13.0,g29
g29181,2.1671468466810153,27.0,g29
g29183,-6.163823217561671,114.0,g29
g29185,2.8041663396487304,14.0,g29
g29186,-4.61370774903346,110.0,g29
g29187,-1.5000010125430496,84.0,g29
g29189,-0.4476287940779795,71.0,g29
g29195,2.2659199824034966,25.0,g29
g29197,1.0145024443051907,40.0,g29
g29199,-0.5915463609709855,73.0,g29
g29201,0.8869615952236367,44.0,g29
g29203,0.9652185777417551,43.0,g29
g29205,0.9971971431166698,42.0,g29
g29207,-0.6206288684658119,74.0,g29
g29209,3.175061694633999,10.0,g29
g29211,6.215042137365339,2.0,g29
g29213,3.1622820144474986,11.0,g29
g29215,-0.04776794523605954,61.0,g29
g29217,3.455403190417819,9.0,g29
g29219,-2.8136357505084364,100.0,g29
g29221,-0.6290228439341446,75.0,g29
g29223,2.4059106310657468,23.0,g29
g29225,-3.8271939902281056,108.0,g29
g29227,3.7701061272228276,6.0,g29
g29229,0.22880156079998198,57.0,g29
g29510,7.276340115728485,1.0,g29
g33001,0.27266015138857547,17.0,g23g33g25
g33003,-0.4723874978638808,26.0,g23g33g25
g33005,-2.424054826798038,37.0,g23g33g25
g33007,1.3296815657120953,9.0,g23g33g25
g33009,-2.319263127494855,36.0,g23g33g25
g33011,-2.2819366058886246,34.0,g23g33g25
g33013,-1.395712363722973,32.0,g23g33g25
g33015,-4.700845122667123,39.0,g23g33g25
g33017,-3.7328628832827593,38.0,g23g33g25
g33019,-1.2569715249293938,30.0,g23g33g25
g36001,0.22165656712944268,30.0,g36
g36003,-0.09041388549808291,41.0,g36
g36005,0.945353573597819,19.0,g36
g36007,0.1516022036579171,32.0,g36
g36009,0.00970878768366027,39.0,g36
g36011,0.010428137810412224,38.0,g36
g36013,0.13107836110043625,34.0,g36
g36015,3.3539661862035417,4.0,g36
g36017,2.1034234625099892,11.0,g36
g36019,-0.9298132193628614,45.0,g36
g36021,3.236026549080454,5.0,g36
g36023,0.18277894404622197,31.0,g36
g36025,3.4765884120544945,3.0,g36
g36027,-2.99917464143854,52.0,g36
g36029,2.0537173360576118,12.0,g36
g36031,1.3792421260922296,14.0,g36
g36033,-5.9901366065518085,61.0,g36
g36035,4.028239277778132,1.0,g36
g36037,0.06965969648437742,36.0,g36
g36039,0.9293853577482456,20.0,g36
g36041,3.012569527368804,6.0,g36
g36043,2.784119387806502,8.0,g36
g36045,-1.4852564672115633,49.0,g36
g36047,1.207197526035784,16.0,g36
g36049,-1.35695046423394,48.0,g36
g36051,-0.3123943841794578,42.0,g36
g36053,-1.32783037224928,47.0,g36
g36055,1.0935741283436675,17.0,g36
g36057,3.836615487976154,2.0,g36
g36059,-4.873088237497623,60.0,g36
g36061,0.7247169068436279,22.0,g36
g36063,1.5963638039547483,13.0,g36
g36065,2.9669060843954957,7.0,g36
g36067,0.6242309790953602,24.0,g36
g36069,0.3464279712437716,29.0,g36
g36071,-4.357263741205859,57.0,g36
g36073,0.8642046668898945,21.0,g36
g36075,-0.6586793117517336,43.0,g36
g36077,2.54608146707327,9.0,g36
g36079,-6.725365390562338,62.0,g36
g36081,-3.003263273554138,53.0,g36
g36083,0.5574590480865882,25.0,g36
g36085,-3.32879455948812,55.0,g36
g36087,-4.120180748293226,56.0,g36
g36089,0.3708931213748851,28.0,g36
g36091,-3.1601862688174025,54.0,g36
g36093,0.7132265278505334,23.0,g36
g36095,-0.8694221934273976,44.0,g36
g36097,0.13252629078672973,33.0,g36
g36099,0.39854260227368243,27.0,g36
g36101,1.0913969531462622,18.0,g36
g36103,-4.84425383723691,59.0,g36
g36105,0.44426092718436255,26.0,g36
g36107,-1.2461041918809388,46.0,g36
g36109,-4.594243480900412,58.0,g36
g36111,0.09243323883823062,35.0,g36
g36113,1.3742764578667859,15.0,g36
g36115,-0.0011927695853087839,40.0,g36
g36117,0.05921883354893914,37.0,g36
g36119,-2.639001597267765,50.0,g36
g36121,-2.928378300415427,51.0,g36
g36123,2.1771480051794097,10.0,g36
g46003,0.36660837709651245,27.0,g46
g46005,0.8739486555939489,19.0,g46
g46007,0.1883128094148575,29.0,g46
g46009,-0.12041296402892065,36.0,g46
g46011,-0.02901178916271345,33.0,g46
g46013,-0.0451454979804887,34.0,g46
g46015,-0.0072247492160648075,32.0,g46
g46017,0.5622503263636781,23.0,g46
g46019,1.1722499405660216,16.0,g46
g46021,3.0555431474683883,7.0,g46
g46023,-0.047586516246611504,35.0,g46
g46025,-0.37181959138393705,38.0,g46
g46027,0.4543670709368973,24.0,g46
g46029,-1.9199654728520472,50.0,g46
g46031,1.1175438199177707,17.0,g46
g46033,2.242867572391627,10.0,g46
g46035,-2.0148674142691343,51.0,g46
g46037,1.4872714947579015,15.0,g46
g46039,-1.3340801485754663,47.0,g46
g46041,1.8541939824240752,12.0,g46
g46043,-3.187612992412351,62.0,g46
g46045,-2.4404308944889452,58.0,g46
g46047,5.002600133848374,3.0,g46
g46049,-0.9510125608961605,46.0,g46
g46051,-0.4567453033784926,39.0,g46
g46053,0.3980943635610288,25.0,g46
g46055,-2.574332574373478,59.0,g46
g46057,-2.2306966437216253,55.0,g46
g46059,-0.8067808978307003,44.0,g46
g46061,-3.478432488314035,63.0,g46
g46063,-0.9179972286271694,45.0,g46
g46065,-2.2298987987202037,54.0,g46
g46067,-2.2557385694232686,56.0,g46
g46069,1.7619323883822866,14.0,g46
g46071,-0.6816652568813057,40.0,g46
g46073,1.9123746709275524,11.0,g46
g46075,3.0943046861287993,6.0,g46
g46077,-1.4057794424431824,48.0,g46
g46079,-0.1904662996327482,37.0,g46
g46081,0.8236687200816293,22.0,g46
g46083,-5.618322787716643,66.0,g46
g46085,0.17083562680828757,30.0,g46
g46087,-3.500352073553041,64.0,g46
g46089,0.8356915485563555,20.0,g46
g46091,1.7710562167439527,13.0,g46
g46093,-0.7008879092859996,41.0,g46
g46095,2.4433064234987447,9.0,g46
g46097,-2.2692775176015862,57.0,g46
g46099,3.612022221523248,5.0,g46
g46101,-2.845876487333715,61.0,g46
g46103,0.32396815303622695,28.0,g46
g46105,-0.7424316443769563,42.0,g46
g46107,4.868725724966449,4.0,g46
g46109,0.8336253575181944,21.0,g46
g46111,-0.7639770072949418,43.0,g46
g46113,6.085098315939419,1.0,g46
g46115,-1.7198575126329778,49.0,g46
g46117,-2.212984453086453,52.0,g46
g46119,-2.5817742356206317,60.0,g46
g46121,3.0038970543561465,8.0,g46
g46123,0.9225152701853117,18.0,g46
g46125,-2.2158593702939102,53.0,g46
g46127,-5.429076901619864,65.0,g46
g46129,0.3975637856769055,26.0,g46
g46135,0.03827522423956353,31.0,g46
g46137,5.0727930387196505,2.0,g46
g48001,0.611266249175291,102.0,g48
g48003,-0.5096010879608581,160.0,g48
g48005,0.09433407969842754,131.0,g48
g48007,0.025242428367170236,132.0,g48
g48009,-0.24387998751169335,148.0,g48
g48011,-0.023586863992708578,134.0,g48
g48013,-0.12693661053488003,141.0,g48
g48015,-2.37244323434653,212.0,g48
g48017,-0.1071989253495299,136.0,g48
g48019,-2.7657291746916117,219.0,g48
g48021,-3.654202877513288,227.0,g48
g48023,1.064442979944235,87.0,g48
g48025,4.360087105111722,7.0,g48
g48027,0.2875413041520852,117.0,g48
g48029,1.089658983747075,84.0,g48
g48031,-2.854997956873202,220.0,g48
g48033,-6.407733613543676,251.0,g48
g48035,0.44152458248391696,107.0,g48
g48037,2.109737657856575,53.0,g48
g48039,-2.99133583278313,222.0,g48
g48041,0.25214384509988075,121.0,g48
g48043,-1.8710807162931686,201.0,g48
g48045,1.0759256351421445,85.0,g48
g48047,8.374642695031827,1.0,g48
g48049,0.4430357843726671,106.0,g48
g48051,-0.8249291524696638,173.0,g48
g48053,-1.4596266869128107,191.0,g48
g48055,-0.29461929399365916,151.0,g48
g48057,-1.0267591213275784,180.0,g48
g48059,-2.2400235767382153,211.0,g48
g48061,2.141523238876181,51.0,g48
g48063,1.216637151218205,73.0,g48
g48065,-3.7410175120009597,229.0,g48
g48067,3.2738523220607085,27.0,g48
g48069,-0.8646297155170153,174.0,g48
g48071,-5.8782201477504366,250.0,g48
g48073,1.9926242228491136,57.0,g48
